market_name,mic,operating_mic,website
FIRST NORTH DENMARK - NORDIC@MID,DNDK,XCSE,WWW.NASDAQOMXNORDIC.COM
NASDAQ COPENHAGEN A/S - AUCTION ON DEMAND,MCSE,XCSE,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH DENMARK,XFND,XCSE,WWW.OMXNORDICEXCHANGE.COM
CAMBODIA SECURITIES EXCHANGE,XCSX,XCSX,WWW.CSX.COM.KH
UZBEKISTAN REPUBLICAN CURRENCY EXCHANGE,XCUE,XCUE,
CURRENEX,XCUR,XCUR,WWW.CURRENEX.COM
NASDAQ CXD,XCXD,XCXD,HTTP://BUSINESS.NASDAQ.COM/TRADE/CANADIAN-EQUITIES/OVERVIEW
CYPRUS STOCK EXCHANGE - OTC,XCYO,XCYS,WWW.CSE.COM.CY
CYPRUS STOCK EXCHANGE,XCYS,XCYS,WWW.CSE.COM.CY
MTF - CYPRUS EXCHANGE,XECM,XCYS,WWW.CSE.COM.CY/EN/DEFAULT.ASP
DAR ES  SALAAM STOCK EXCHANGE,XDAR,XDAR,WWW.DARSTOCKEXCHANGE.COM
DALIAN COMMODITY EXCHANGE,XDCE,XDCE,WWW.DCE.COM.CN
DELHI STOCK EXCHANGE,XDES,XDES,
JOINT-STOCK COMPANY “STOCK EXCHANGE INNEX”,XDFB,XDFB,
DUBAI FINANCIAL MARKET,XDFM,XDFM,WWW.DFM.CO.AE
DHAKA STOCK EXCHANGE LTD,XDHA,XDHA,WWW.DSEBD.ORG
CADE - MERCADO DE DEUDA PUBLICA ANOTADA,XDPA,XDPA,
DAMASCUS SECURITIES EXCHANGE,XDSE,XDSE,WWW.DSE.SY
DOUALA STOCK EXCHANGE,XDSX,XDSX,WWW.DOUALA-STOCK-EXCHANGE.COM
DTB DEUTSCHE TERMINBOERSE GMBH,XDTB,XDTB,
BOERSE DUESSELDORF - REGULIERTER MARKT,DUSA,XDUS,
BOERSE DUESSELDORF - FREIVERKEHR,DUSB,XDUS,
BOERSE DUESSELDORF - QUOTRIX - REGULIERTER MARKT,DUSC,XDUS,
BOERSE DUESSELDORF - QUOTRIX MTF,DUSD,XDUS,
BOERSE DUESSELDORF,XDUS,XDUS,WWW.BOERSE-DUESSELDORF.DE
BOERSE DUESSELDORF - QUOTRIX,XQTX,XDUS,WWW.BOERSE-DUESSELDORF.DE
"DEUTSCHE BOERSE AG, FRANKFURT AM MAIN",XDWZ,XDWZ,
ENERGY BROKING IRELAND GAS TRADING PLATFORM,XEBI,XEBI,WWW.EBI.IE
ECB EXCHANGE RATES,XECB,XECB,WWW.ECB.EUROPA.EU
EUROPEAN COMMODITY CLEARING AG,XECC,XECC,WWW.ECC.DE
EASTERN CARIBBEAN SECURITIES EXCHANGE,XECS,XECS,WWW.ECSEONLINE.COM
ELX,XELX,XELX,WWW.ELXFUTURES.COM
MERCADO MEXICANO DE DERIVADOS,XEMD,XEMD,WWW.MEXDER.COM.MX
EMS EXCHANGE,XEMS,XEMS,WWW.VANLANSCHOT.NL
XETRA INTERNATIONAL MARKET - OPEN MARKET,XETD,XETI,WWW.DEUTSCHE-BOERSE.COM
XETRA INTERNATIONAL MARKET,XETI,XETI,WWW.DEUTSCHE-BOERSE.COM
XETRA INTERNATIONAL MARKET - REGULATED MARKET,XETC,XETI,WWW.DEUTSCHE-BOERSE.COM
XETRA,XETR,XETR,WWW.DEUTSCHE-BOERSE.COM
XETRA - FREIVERKEHR,XETB,XETR,WWW.DEUTSCHE-BOERSE.COM
XETRA - REGULIERTER MARKT,XETA,XETR,WWW.DEUTSCHE-BOERSE.COM
EUREX REPO - TRIPARTY,XERT,XEUP,WWW.EUREXREPO.COM
EUREX REPO - FUNDING AND FINANCING PRODUCTS,XERE,XEUP,WWW.EUREXREPO.COM
EUREX REPO SECLEND MARKET,XEUM,XEUP,WWW.EUREXREPO.COM
EUREX REPO GMBH,XEUP,XEUP,WWW.EUREXREPO.COM
EUREX DEUTSCHLAND,XEUR,XEUR,WWW.EUREXCHANGE.COM
MERCADO DE FUTUROS Y OPCIONES SOBRE CITRICOS,XFCM,XFCM,
FUKUOKA FUTURES EXCHANGE,XFFE,XFFE,
FUKUOKA STOCK EXCHANGE,XFKA,XFKA,WWW.FSE.OR.JP
SOCIETE DU NOUVEAU MARCHE,XFMN,XFMN,
FINNISH OPTIONS MARKET,XFOM,XFOM,
DEUTSCHE BOERSE AG - CUSTOMIZED INDICES,XDBC,XFRA,WWW.DEUTSCHE-BOERSE.COM
DEUTSCHE BOERSE AG,XFRA,XFRA,WWW.DEUTSCHE-BOERSE.COM
DEUTSCHE BOERSE AG - VOLATILITY INDICES,XDBV,XFRA,WWW.DEUTSCHE-BOERSE.COM
BOERSE FRANKFURT - REGULIERTER MARKT,FRAA,XFRA,WWW.DEUTSCHE-BOERSE.COM
DEUTSCHE BOERSE MID-POINT CROSS,FRAD,XFRA,WWW.DEUTSCHE-BOERSE.COM
BOERSE FRANKFURT - FREIVERKEHR,FRAB,XFRA,WWW.DEUTSCHE-BOERSE.COM
DEUTSCHE BOERSE AG - INDICES,XDBX,XFRA,WWW.DEUTSCHE-BOERSE.COM
NEWEX,XNEW,XFRA,WWW.NEWEX.COM
FINANCIELE TERMIJNMARKET AMSTERDAM,XFTA,XFTA,
CENTRAL EASTERN EUROPEAN GAS EXCHANGE LTD,XGAS,XGAS,WWW.CEEGEX.COM
GLOBAL COAL LIMITED,XGCL,XGCL,WWW.GLOBALCOAL.COM
GHANA STOCK EXCHANGE,XGHA,XGHA,WWW.GSE.COM.GH
GESTORE MERCATO ELETTRICO - ITALIAN POWER EXCHANGE,XGME,XGME,WWW.MERCATOELETTRICO.ORG
GLOBALCLEAR MERCANTILE EXCHANGE,XGMX,XGMX,WWW.GMEGROUP.US
GEORGIA STOCK EXCHANGE,XGSE,XGSE,WWW.GSE.GE
BOLSA DE VALORES NACIONAL SA,XGTG,XGTG,WWW.BVNSA.COM.GT
BOLSA DE VALORES DE GUAYAQUIL,XGUA,XGUA,WWW.MUNDOBVG.COM
BOERSE HAMBURG - REGULIERTER MARKT,HAMA,XHAM,
BOERSE HAMBURG - FREIVERKEHR,HAMB,XHAM,
HANSEATISCHE WERTPAPIERBOERSE HAMBURG,XHAM,XHAM,WWW.BOERSENAG.DE
BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - REGULIERTER MARKT,HAMM,XHAM,WWW.BOERSENAG.DE
BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE,HAML,XHAM,WWW.BOERSENAG.DE
BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - FREIVERKEHR,HAMN,XHAM,WWW.BOERSENAG.DE
BOERSE HANNOVER - FREIVERKEHR,HANB,XHAN,
BOERSE HANNOVER - REGULIERTER MARKT,HANA,XHAN,
NIEDERSAECHSISCHE BOERSE ZU HANNOVER,XHAN,XHAN,WWW.BOERSENAG.DE
FIRST NORTH FINLAND - AUCTION ON DEMAND,MNFI,XHEL,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH FINLAND,FNFI,XHEL,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH FINLAND - NORDIC@MID,DNFI,XHEL,WWW.NASDAQOMXNORDIC.COM
NASDAQ HELSINKI LTD,XHEL,XHEL,WWW.NASDAQOMXNORDIC.COM
NASDAQ HELSINKI LTD - NORDIC@MID,DHEL,XHEL,WWW.NASDAQOMXNORDIC.COM
NASDAQ HELSINKI LTD -  AUCTION ON DEMAND,MHEL,XHEL,WWW.NASDAQOMXNORDIC.COM
HIROSHIMA STOCK EXCHANGE,XHIR,XHIR,
HONG KONG FUTURES EXCHANGE LTD.,XHKF,XHKF,WWW.HKEX.COM.HK
HONG KONG EXCHANGES AND CLEARING LTD,XHKG,XHKG,WWW.HKEX.COM.HK
STOCK EXCHANGE OF HONG KONG LIMITED - SHANGHAI - HONG KONG STOCK CONNECT,SHSC,XHKG,WWW.HKEX.COM.HK
STOCK EXCHANGE OF HONG KONG LIMITED - SHENZHEN - HONG KONG STOCK CONNECT,SZSC,XHKG,WWW.HKEX.COM.HK
HONG KONG GROWTH ENTERPRISES MARKET,XGEM,XHKG,WWW.HKGEM.COM
ISTANBUL GOLD EXCHANGE,XIAB,XIAB,WWW.IAB.GOV.TR
BAKU INTERBANK CURRENCY EXCHANGE,XIBE,XIBE,WWW.BBVB.ORG
FIRST NORTH ICELAND,FNIS,XICE,WWW.NASDAQOMXNORDIC.COM
NASDAQ ICELAND HF. - AUCTION ON DEMAND,MICE,XICE,WWW.NASDAQOMXNORDIC.COM
NASDAQ ICELAND HF.,XICE,XICE,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH ICELAND - NORDIC@MID,DNIS,XICE,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH ICELAND,ISEC,XICE,WWW.NASDAQOMXNORDIC.COM
NASDAQ ICELAND HF. - NORDIC@MID,DICE,XICE,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH ICELAND - AUCTION ON DEMAND,MNIS,XICE,WWW.NASDAQOMXNORDIC.COM
INSTINET CANADA CROSS,XICX,XICX,WWW.INSTINET.COM
INDONESIA STOCK EXCHANGE,XIDX,XIDX,WWW.IDX.CO.ID
INSTINET PACIFIC LTD,XIHK,XIHK,WWW.INSTINET.COM
INTERNATIONAL MARTIME EXCHANGE,XIMA,XIMA,WWW.IMAREX.COM
MULTI COMMODITY EXCHANGE OF INDIA LTD.,XIMC,XIMC,WWW.MCXINDIA.COM
TAIWAN INTERNATIONAL MERCANTILE EXCHANGE,XIME,XIME,
INSTINET VWAP CROSS,ICRO,XINS,WWW.INSTINET.COM
INSTINET,XINS,XINS,WWW.INSTINET.COM
INSTINET CBX (US),ICBX,XINS,WWW.INSTINET.COM
MOC CROSS,MOCX,XINS,WWW.INSTINET.COM
INVESTRO,XINV,XINV,WWW.INVESTRO.DE
INTERNATIONAL PETROLEUM EXCHANGE,XIPE,XIPE,
IRAQ STOCK EXCHANGE,XIQS,XIQS,WWW.ISX-IQ.NET
BORSA ISTANBUL - PRECIOUS METALS AND DIAMONDS MARKETS,XPMS,XIST,WWW.BORSAISTANBUL.COM
BORSA ISTANBUL - FUTURES AND OPTIONS MARKET,XFNO,XIST,WWW.BORSAISTANBUL.COM
BORSA ISTANBUL - DEBT SECURITIES MARKET,XDSM,XIST,WWW.BORSAISTANBUL.COM
BORSA ISTANBUL,XIST,XIST,WWW.BORSAISTANBUL.COM
BORSA ISTANBUL - EQUITY MARKET,XEQY,XIST,WWW.BORSAISTANBUL.COM
"INTERNATIONAL SECURITIES EXCHANGE, LLC - EQUITIES",XISE,XISX,WWW.ISE.COM
ISE GEMINI EXCHANGE,GMNI,XISX,WWW.ISE.COM
"INTERNATIONAL  SECURITIES EXCHANGE, LLC - TOPAZ",XTPZ,XISX,WWW.ISE.COM
"ISE MERCURY, LLC",MCRY,XISX,WWW.ISE.COM
"INTERNATIONAL SECURITIES EXCHANGE, LLC -  ALTERNATIVE MARKETS",XISA,XISX,WWW.ISE.COM
"INTERNATIONAL SECURITIES EXCHANGE, LLC",XISX,XISX,WWW.ISE.COM
JAMAICA STOCK EXCHANGE,XJAM,XJAM,WWW.JAMSTOCKEX.COM
JAKARTA NEGOTIATED BOARD,XJNB,XJNB,
TOKYO STOCK EXCHANGE - TOSTNET-1,XTK1,XJPX,WWW.JPX.CO.JP
TOKYO STOCK EXCHANGE JASDAQ,XJAS,XJPX,WWW.JPX.CO.JP
TOKYO STOCK EXCHANGE,XTKS,XJPX,WWW.JPX.CO.JP
OSAKA EXCHANGE,XOSE,XJPX,WWW.JPX.CO.JP
TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,XTAM,XJPX,WWW.JPX.CO.JP
TOKYO STOCK EXCHANGE - TOSTNET-3,XTK3,XJPX,WWW.JPX.CO.JP
TOKYO STOCK EXCHANGE - TOSTNET-2,XTK2,XJPX,WWW.JPX.CO.JP
JAPAN EXCHANGE GROUP,XJPX,XJPX,WWW.JPX.CO.JP
OSAKA EXCHANGE J-NET,XOSJ,XJPX,WWW.JPX.CO.JP
JSE CASH BOND MARKET,XBES,XJSE,WWW.JSE.CO.ZA
JOHANNESBURG STOCK EXCHANGE,XJSE,XJSE,WWW.JSE.CO.ZA
JSE ALTERNATE EXCHANGE,ALTX,XJSE,WWW.JSE.CO.ZA/MARKETS/ALTX.ASPX
JSE EQUITY DERIVATIVES MARKET,XSAF,XJSE,WWW.SAFEX.CO.ZA
JSE COMMODITY DERIVATIVES MARKET,XSFA,XJSE,WWW.SAFEX.CO.ZA
JSE INTEREST RATE DERIVATIVES MARKET,YLDX,XJSE,WWW.YIELDX.CO.ZA
JIWAY EXCHANGE LTD,XJWY,XJWY,
OSAKA DOJIMA COMMODITY EXCHANGE,XKAC,XKAC,WWW.ODE.OR.JP
KAZAKHSTAN STOCK EXCHANGE,XKAZ,XKAZ,WWW.KASE.KZ
KHOREZM INTERREGION COMMODITY EXCHANGE,XKCE,XKCE,
KOREA FREEBOARD MARKET,XKFB,XKFB,WWW.KSDA.OR.KR/ENGLISH/INVEST/OTC_OVERVIEW.CFM
KOBE GOMU TORIHIKIJO (RUBBER EXCHANGE),XKGT,XKGT,
KHARTOUM STOCK EXCHANGE,XKHA,XKHA,WWW.KSE.COM.SD
KHARKOV COMMODITY EXCHANGE,XKHR,XKHR,WWW.XTB.COM.UA
KIEV UNIVERSAL EXCHANGE,XKIE,XKIE,WWW.KUE.KIEV.UA
KIEV INTERNATIONAL STOCK EXCHANGE,XKIS,XKIS,WWW.KISE-UA.COM
KOBE KIITO TORIHIKIJO (RAW SILK EXCHANGE),XKKT,XKKT,
BURSA MALAYSIA,XKLS,XKLS,WWW.BURSAMALAYSIA.COM
ACE MARKET,MESQ,XKLS,WWW.BURSAMALAYSIA.COM
KOREA STOCK EXCHANGE,XKOR,XKOR,
KOREA NEW EXCHANGE,XKON,XKRX,
KOREA EXCHANGE (STOCK MARKET),XKRX,XKRX,HTTP://ENG.KRX.CO.KR
KOREA EXCHANGE (FUTURES MARKET),XKFE,XKRX,HTTP://ENG.KRX.CO.KR
KOREA EXCHANGE (KOSDAQ),XKOS,XKRX,HTTP://ENG.KRX.CO.KR
KOREA EXCHANGE COMMODITY MARKET,XKCM,XKRX,KCM.KRX.CO.KR
KOREA EXCHANGE EMISSIONS MARKET,XKEM,XKRX,KCM.KRX.CO.KR
KYRGYZ STOCK EXCHANGE,XKSE,XKSE,WWW.KSE.KG
KANMON SHOHIN TORIHIKIJO (COMMODITY EXCHANGE),XKST,XKST,
KUWAIT STOCK EXCHANGE,XKUW,XKUW,WWW.KUWAITSE.COM
KYOTO STOCK EXCHANGE,XKYO,XKYO,
LAO SECURITIES EXCHANGE,XLAO,XLAO,WWW.LSX.COM.LA
LONDON BULLION MARKET,XLBM,XLBM,WWW.LBMA.ORG.UK
"LONDON COMMODITY EXCHANGE, THE",XLCE,XLCE,
EURONEXT - EURONEXT LONDON,XLDN,XLDN,WWW.EURONEXT.COM
EURONEXT LIFFE,XLIF,XLDN,WWW.EURONEXT.COM
LABUAN INTERNATIONAL FINANCIAL EXCHANGE,XLFX,XLFX,LFXSYS.LFX.COM.MY
BOLSA DE VALORES DE LIMA,XLIM,XLIM,WWW.BVL.COM.PE
EURONEXT - MERCADO DE FUTUROS E OPÇÕES,MFOX,XLIS,WWW.EURONEXT.COM
EURONEXT - MARKET WITHOUT QUOTATIONS LISBON,WQXL,XLIS,WWW.EURONEXT.COM
FIRST NORTH LITHUANIA,FNLT,XLIT,WWW.NASDAQBALTIC.COM
AB NASDAQ VILNIUS,XLIT,XLIT,WWW.NASDAQBALTIC.COM
SI ENTER,XLJM,XLJU,WWW.LJSE.SI
LJUBLJANA STOCK EXCHANGE (OFFICIAL MARKET),XLJU,XLJU,WWW.LJSE.SI
LONDON METAL EXCHANGE,XLME,XLME,WWW.LME.CO.UK
LONDON STOCK EXCHANGE,XLON,XLON,WWW.LONDONSTOCKEXCHANGE.COM
LIBYAN STOCK MARKET,XLSM,XLSM,WWW.LSM.GOV.LY
LONDON TRADED OPTIONS MARKET,XLTO,XLTO,
LUSAKA STOCK EXCHANGE,XLUS,XLUS,WWW.LUSE.CO.ZM
LUXEMBOURG STOCK EXCHANGE,XLUX,XLUX,WWW.BOURSE.LU
EURO MTF,EMTF,XLUX,WWW.BOURSE.LU
MERCADO ABIERTO ELECTRONICO S.A.,XMAB,XMAB,WWW.MAE.COM.AR
MID AMERICA COMMODITY EXCHANGE,XMAC,XMAC,
MACEDONIAN STOCK EXCHANGE,XMAE,XMAE,WWW.MSE.ORG.MK
PROSPECTS,PROS,XMAL,WWW.SMEPROSPECTS.COM
BOLSA DE VALORES DE NICARAGUA,XMAN,XMAN,WWW.BOLSANIC.COM
MAPUTO STOCK  EXCHANGE,XMAP,XMAP,
STOCK EXCHANGE OF MAURITIUS LTD,XMAU,XMAU,WWW.STOCKEXCHANGEOFMAURITIUS.COM
MARCHE INTERBANCAIRE DES DEVISES M.I.D.,XMDG,XMDG,
MADRAS STOCK EXCHANGE,XMDS,XMDS,
MERCHANTS' EXCHANGE,XMER,XMER,
BOLSA MEXICANA DE VALORES (MEXICAN STOCK EXCHANGE),XMEX,XMEX,WWW.BMV.COM.MX
MINNEAPOLIS GRAIN EXCHANGE,XMGE,XMGE,WWW.MGEX.COM
MIDWEST STOCK EXCHANGE,XMID,XMID,
MERCATO ITALIANO DEI FUTURES,XMIF,XMIF,
BORSA ITALIANA EQUITY MTF,MTAH,XMIL,WWW.BORSAITALIANA.IT
ATFUND MTF,ATFX,XMIL,WWW.BORSAITALIANA.IT
BORSA ITALIANA S.P.A.,XMIL,XMIL,WWW.BORSAITALIANA.IT
EURONEXT MIV MILAN,MIVX,XMIL,WWW.BORSAITALIANA.IT
AIM ITALIA - MERCATO ALTERNATIVO DEL CAPITALE,XAIM,XMIL,WWW.BORSAITALIANA.IT
ITALIAN DERIVATIVES MARKET,XDMI,XMIL,WWW.BORSAITALIANA.IT
MERCATO ALTERNATIVO DEL CAPITALE,MACX,XMIL,WWW.BORSAITALIANA.IT
EURONEXT MILAN,MTAA,XMIL,WWW.BORSAITALIANA.IT
"OMLX, THE LONDON SECURITIES AND DERIVATIVES EXCHANGE LIMITED",XMLX,XMLX,
BOLSA DE VALORES DE MONTEVIDEO,XMNT,XMNT,WWW.BVM.COM.UY
MONTENEGRO STOCK EXCHANGE,XMNX,XMNX,WWW.MONTENEGROBERZA.COM
MONTREAL CLIMATE EXCHANGE,XMOC,XMOC,WWW.M-X.CA
THE MONTREAL EXCHANGE / BOURSE DE MONTREAL,XMOD,XMOD,WWW.M-X.CA
MOLDOVA STOCK EXCHANGE,XMOL,XMOL,WWW.MOLDSE.MD
MONTREAL EXCHANGE THE / BOURSE DE MONTREAL,XMOO,XMOO,
MALAWI STOCK EXCHANGE,XMSW,XMSW,WWW.MSE.CO.MW
MERCADO A TERMINO DE BUENOS AIRES S.A.,XMTB,XMTB,WWW.MATBA.COM.AR
EUROCREDIT MTS,CMTS,XMTS,WWW.EUROCREDITMTS.COM
EUROBENCHMARK TRES. BILLS,TMTS,XMTS,WWW.EUROMTS-LTD.COM
EUROGLOBALMTS,LMTS,XMTS,WWW.LIQUIDNET.COM
MTS REPO - AGENCY CASH MANAGEMENT,EACM,XMTS,WWW.MTSMARKETS.COM
BONDVISION UK,BVUK,XMTS,WWW.MTSMARKETS.COM
EUROMTS LTD,XMTS,XMTS,WWW.MTSMARKETS.COM
NEW EUROMTS,NMTS,XMTS,WWW.NEWEUROMTS.COM
BOERSE MUENCHEN - FREIVERKHER - PLUS - EUROPE,PLUS,XMUN,WWW.BOERSE-MUENCHEN.DE
MUSCAT SECURITIES MARKET,XMUS,XMUS,WWW.MSM.GOV.OM
SISTEMA ESPANOL DE NEGOCIACION DE ACTIVOS FINANCIEROS,XNAF,XNAF,WWW.SENAF.NET
NAIROBI STOCK EXCHANGE,XNAI,XNAI,WWW.NSE.CO.KE
NAMIBIAN STOCK EXCHANGE,XNAM,XNAM,WWW.NSX.COM.NA
NSDQ DARK,NASD,XNAS,WWW.NASDAQ.COM
NASDAQ/NMS (GLOBAL MARKET),XNMS,XNAS,WWW.NASDAQ.COM
NASDAQ - ALL MARKETS,XNAS,XNAS,WWW.NASDAQ.COM
NASDAQ OPTIONS MARKET,XNDQ,XNAS,WWW.NASDAQ.COM
NASDAQ/NGS (GLOBAL SELECT MARKET),XNGS,XNAS,WWW.NASDAQ.COM
NASDAQ CAPITAL MARKET,XNCM,XNAS,WWW.NASDAQ.COM
NASDAQ INTERMARKET,XNIM,XNAS,WWW.NASDAQ.COM
NASDAQ OMX BX,XBOS,XNAS,WWW.NASDAQOMXTRADER.COM
NASDAQ OMX BX DARK,BOSD,XNAS,WWW.NASDAQOMXTRADER.COM
NASDAQ OMX BX OPTIONS,XBXO,XNAS,WWW.NASDAQOMXTRADER.COM
PORTAL,XPOR,XNAS,WWW.NASDAQPORTALMARKET.COM
NASDAQ OMX PSX,XPSX,XNAS,WWW.NASDAQTRADER.COM
BRUT ECN,XBRT,XNAS,WWW.NASDAQTRADER.COM
NASDAQ PSX,PSXD,XNAS,WWW.NASDAQTRADER.COM
NASDAQ OMX FUTURES EXCHANGE,XPBT,XNAS,WWW.NASDAQTRADER.COM
PHILADELPHIA OPTIONS EXCHANGE,XPHO,XNAS,WWW.PHLX.COM
NASDAQ OMX PHLX,XPHL,XNAS,WWW.PHLX.COM
NATIONAL COMMODITY & DERIVATIVES EXCHANGE LTD,XNCD,XNCD,WWW.NCDEX.COM
NATIONAL STOCK EXCHANGE OF AUSTRALIA LIMITED,XNEC,XNEC,WWW.NSXA.COM.AU
NEW ZEALAND FUTURES AND OPTIONS EXCHANGE,XNEE,XNEE,
NEPAL STOCK EXCHANGE,XNEP,XNEP,WWW.NEPALSTOCK.COM
NORDIC GROWTH MARKET,XNGM,XNGM,WWW.NGM.SE
NORDIC MTF,NMTF,XNGM,WWW.NORDICMTF.SE
NAGOYA STOCK EXCHANGE,XNGO,XNGO,WWW.NSE.OR.JP
NIIGATA STOCK EXCHANGE,XNII,XNII,
CENTRAL JAPAN COMMODITIES EXCHANGE,XNKS,XNKS,WWW.C-COM.OR.JP
NQLX,XNQL,XNQL,
THE NIGERIAN STOCK EXCHANGE,XNSA,XNSA,WWW.NSE.COM.NG
NSE IFSC LIMITED,INSE,XNSE,WWW.NSEIFSC.COM
NATIONAL STOCK EXCHANGE OF INDIA,XNSE,XNSE,WWW.NSEINDIA.COM
NAGOYA SENI TORIHIKIJO (TEXTILE EXCHANGE) - CHUBU COMMODITY EXCHANGE,XNST,XNST,
NEW YORK COTTON EXCHANGE,XNYC,XNYC,
NEW YORK MERCANTILE EXCHANGE,XNYM,XNYM,WWW.NYMEX.COM
COMMODITIES EXCHANGE CENTER,XCEC,XNYM,WWW.NYMEX.COM
NEW YORK MERCANTILE EXCHANGE - OTC MARKETS,XNYE,XNYM,WWW.NYMEX.COM
NEW YORK MERCANTILE EXCHANGE - ENERGY MARKETS,XNYL,XNYM,WWW.NYMEXONLCHCLEARNET.COM
NYSE ALTERNEXT DARK,ALDP,XNYS,WWW.EURONEXT.COM/LANDING/EQUITIESOP-21363-EN.HTML
NYSE ARCA,ARCX,XNYS,WWW.NYSE.COM
"NEW YORK STOCK EXCHANGE, INC.",XNYS,XNYS,WWW.NYSE.COM
NYSE MKT LLC,XASE,XNYS,WWW.NYSE.COM
NYSE LIFFE,XNLI,XNYS,WWW.NYSE.COM
NYSE DARK,NYSD,XNYS,WWW.NYSE.COM
NYSE AMEX OPTIONS,AMXO,XNYS,WWW.NYSE.COM
ARCA DARK,ARCD,XNYS,WWW.NYSE.COM
NYSE ARCA OPTIONS,ARCO,XNYS,WWW.NYSE.COM
NEW ZEALAND EXCHANGE LTD,XNZE,XNZE,WWW.NZX.COM
ODESSA COMMODITY EXCHANGE,XODE,XODE,WWW.OTB.ODESSA.UA
OFF-EXCHANGE TRANSACTIONS - LISTED INSTRUMENTS,XOFF,XOFF,
OMX NORDIC EXCHANGE STOCKHOLM AB,XOME,XOME,
BURGUNDY NORDIC MTF,BURG,XOSL,WWW.OSLOBORS.NO
MERKUR MARKET - DARK POOL,MERD,XOSL,WWW.OSLOBORS.NO
NORDIC ALTERNATIVE BOND MARKET,XOAM,XOSL,WWW.OSLOBORS.NO
BURGUNDY REGULATED MARKET,BURM,XOSL,WWW.OSLOBORS.NO
OSLO CONNECT,XOSC,XOSL,WWW.OSLOBORS.NO
OSLO AXESS NORTH SEA - DARK POOL,XOAD,XOSL,WWW.OSLOBORS.NO
OSLO BORS NORTH SEA - DARK POOL,XOSD,XOSL,WWW.OSLOBORS.NO
NORWEGIAN INTER BANK OFFERED RATE,NIBR,XOSL,WWW.OSLOBORS.NO
OSAKA MERCANTILE EXCHANGE,XOSM,XOSM,
OSAKA SENI TORIHIKIJO (TEXTILE EXCHANGE),XOST,XOST,
"OESTERREICHISCHE TERMIN- UND OPTIONENBOERSE, CLEARING BANK AG",XOTB,XOTB,
OTCBB,XOTC,XOTC,WWW.OTCBB.COM
PALESTINE SECURITIES EXCHANGE,XPAE,XPAE,WWW.PEX.PS
EURONEXT STRUCTURED PRODUCTS MTF,XSPM,XPAR,WWW.EURONEXT.COM
BONDMATCH,MTCH,XPAR,WWW.EURONEXT.COM
EURONEXT - EURONEXT PARIS,XPAR,XPAR,WWW.EURONEXT.COM
EURONEXT PARIS MATIF,XMAT,XPAR,WWW.EURONEXT.COM
EURONEXT PARIS MONEP,XMON,XPAR,WWW.EURONEXT.COM
"PHILIPPINE STOCK EXCHANGE, INC.",XPHS,XPHS,WWW.PSE.COM.PH
SAINT-PETERSBURG CURRENCY EXCHANGE,XPIC,XPIC,WWW.SPCEX.RU
POWERNEXT,XPOW,XPOW,WWW.POWERNEXT.FR
PRAGUE STOCK EXCHANGE,XPRA,XPRA,WWW.PSE.CZ
PRAGUE STOCK EXCHANGE - MTF,XPRM,XPRA,WWW.PSE.CZ
PRAGUE STOCK EXCHANGE - START (MTF),STRT,XPRA,WWW.PSE.CZ
SPAD TRADING,SPAD,XPRA,WWW.PSE.CZ
PRIDNEPROVSK COMMODITY EXCHANGE,XPRI,XPRI,
PACIFIC EXCHANGE,XPSE,XPSE,
POSIT - ASIA PACIFIC,XPST,XPST,WWW.ITG.COM
"LATIN AMERICAN STOCK EXCHANGE, INC.",XPTY,XPTY,WWW.LATINEXBOLSA.COM
POWER EXCHANGE CENTRAL EUROPE,XPXE,XPXE,WWW.PXE.CZ
BOLSA DE VALORES DE QUITO,XQUI,XQUI,WWW.CCBVQ.COM
RINGGIT BOND MARKET,XRBM,XRBM,WWW.BONDINFO.BNM.GOV.MY
BOLSA DE VALORES DO RIO DE JANEIRO,XRIO,XRIO,
NASDAQ RIGA AS,XRIS,XRIS,WWW.NASDAQBALTIC.COM
FIRST NORTH LATVIA,FNLV,XRIS,WWW.NASDAQBALTIC.COM
RM-SYSTEM CZECH STOCK EXCHANGE,XRMZ,XRMZ,WWW.RMSYSTEM.CZ
BOLSA DE COMERCIO ROSARIO,XROS,XROS,WWW.BCR.COM.AR
MERCADO DE VALORES DE ROSARIO S.A.,XROX,XROS,WWW.MERVAROS.COM.AR
NUEVA BOLSA DE COMERCIO DE TUCUMAN S.A.,XTUC,XROS,WWW.NBCT.COM.AR
ROMANIAN POWER MARKET,XRPM,XRPM,WWW.OPCOM.RO
INTERNET DIRECT-ACCESS EXCHANGE,XRUS,XRUS,WWW.INDX.RU
SAMARA CURRENCY INTERBANK EXCHANGE,XSAM,XSAM,WWW.SCIEX.RU
SAPPORO SECURITIES EXCHANGE,XSAP,XSAP,WWW.SSE.OR.JP
SAUDI STOCK EXCHANGE,XSAU,XSAU,WWW.TADAWUL.COM.SA
